178437823046589, 173806572621985, 149017516394825 @ 189, 188, 157
254630514386029, 355742791369961, 242761866252038 @ 91, -40, 42
171057908731074, 252806501655641, 268921331156025 @ 86, 40, -11
266991275944070, 424335027782622, 233438708609457 @ 34, -181, 61
235879561772829, 191792884744681, 298461089666369 @ -116, 240, -105
233494912626318, 327667922114587, 289796099617584 @ 32, -78, -40
187723434876126, 227177583808225, 273266362535354 @ -42, 128, -40
170997605418554, 291623223208415, 306528790939743 @ 100, -74, -125
232769695100774, 222775790351947, 236588144792459 @ -68, 138, 87
434100223060419, 291251516687773, 193436620963280 @ -163, 36, 110
163574679152325, 266899322028047, 273506266694701 @ -115, -197, -97
459713912113966, 383298909011446, 325794125444472 @ -102, -45, -50
247129148008101, 264760620189671, 438933331243254 @ 83, 70, -230
254300147073309, 228400325803240, 290993205991790 @ 35, 121, -32
117473078029260, 176498017169623, 241294403977877 @ 264, 178, 41
243971994022221, 358054900493677, 291445385822525 @ 118, -29, -16
216487448423401, 336061727965401, 282194484546457 @ 22, -143, -35
182901567674451, 141151440221611, 250068644113457 @ 97, 346, 45
359669992644421, 445634519183670, 263593698917281 @ -197, -293, 13
222066789636092, 270843877822651, 274276397034681 @ 40, 30, -11
158199444427317, 237116444149027, 289652549373881 @ -95, 47, -251
429652295539542, 422631850291135, 562342988766206 @ -36, -66, -270
205083926248731, 305475350554065, 143345072499275 @ 68, -52, 282
177875779643655, 238682123207407, 269544190310349 @ 5, 78, -23
401765485269591, 203302696220325, 302472184065755 @ -112, 154, -36
321318955577177, 253292195993657, 231528698718641 @ -21, 86, 60
308042485715319, 445081628658383, 326393154123835 @ 62, -109, -50
490131982488621, 286558346895145, 505634218526633 @ -202, 48, -287
336635599109197, 398001079327871, 475240344095588 @ -189, -230, -426
153915249897215, 240946978924845, 323238172437691 @ 37, 44, -385
415338751515009, 405819124967233, 377843114841017 @ -88, -89, -119
250186564897311, 292774704129871, 279711867516487 @ -16, -15, -22
248518643989147, 199896753315265, 392771042835587 @ -59, 192, -309
498381108074463, 307262651286609, 375766767260991 @ -106, 44, -92
231626403383069, 353475878542365, 311809700941305 @ 142, -13, -35
330404205547831, 302108882072421, 282062166649258 @ -27, 20, -10
150739171856175, 269036291617819, 200708821397315 @ 145, -26, 235
431750405787181, 218833052472337, 473676136629243 @ -107, 132, -232
137133580846341, 233634162865561, 266558456638397 @ -12, 52, -84
165774864281551, 283363209205606, 253422953888147 @ 25, -153, 51
246465586416955, 177909607437079, 293085037074816 @ -83, 258, -70
270271962452731, 384617666903331, 203485514707697 @ 100, -47, 81
248883035682403, 192787047028009, 439690095061863 @ 90, 168, -218
152395564802219, 244740037345529, 260240725477151 @ 21, 8, 15
258092474520861, 304940735329141, 266933773685357 @ 22, -11, 8
366061098776751, 412573193655019, 233172074748683 @ 8, -69, 48
201201467272667, 273668853917424, 257440865760383 @ 9, -17, 27
397408690273143, 483406605742714, 225658342362918 @ -43, -159, 58
306055893577751, 315043637245731, 291241545879507 @ -14, -7, -26
560551028765481, 384099725927061, 507048368045557 @ -253, -61, -268
265717768499823, 228996474589321, 254087787188849 @ 41, 120, 29
203069689620999, 227906026532143, 512744752280519 @ 30, 123, -676
398032758913720, 275737600846958, 352087350365828 @ -90, 61, -96
198774715884459, 314295191751184, 228023079534329 @ 17, -141, 117
128853372068511, 226615759084396, 269078896716192 @ 197, 135, -40
345092872685097, 403949788076377, 339109776770345 @ 44, -49, -56
274191033983571, 174210680057374, 226224270429419 @ -47, 229, 87
384108851088068, 345770833273182, 319163724380292 @ -26, -7, -44
404273468932641, 236143855716466, 255313102542557 @ -17, 113, 25
331192562290950, 263207763038965, 442528334971709 @ -160, 52, -343
152403834589776, 268040611990506, 267326592449532 @ -76, -269, -58
491387877772981, 187335656098869, 165418264664989 @ -122, 163, 118
301267456430421, 451685436543421, 143788582634177 @ 70, -115, 143
166548209989413, 384593175859375, 44926191551855 @ 137, -287, 582
173034411037251, 203770542039901, 269784469026317 @ 42, 222, -21
343728337736417, 288695430774865, 213681903430657 @ -156, 9, 106
277530430099293, 368318214248017, 386007222428093 @ -50, -154, -228
262860563823231, 393113594100964, 557994156280703 @ -127, -323, -785
192700681874021, 289272343659211, 346877342696417 @ -155, -219, -471
192601699048503, 132338220160038, 220188874389636 @ -91, 581, 208
182163809434697, 123170389409469, 257222811729911 @ 175, 266, 24
132145510568601, 151784941558117, 319858654515893 @ 143, 793, -506
132962996718647, 241472605600143, 261857402500645 @ 97, -22, -7
194650594301163, 377329857620119, 436742279852123 @ 100, -197, -358
148353156246381, 251330737945841, 255400662676225 @ 8, -70, 55
278663229909737, 157820964904049, 273968684517033 @ -23, 247, -5
481471498622666, 357869017185811, 540666758536122 @ -92, -6, -254
160253705985081, 223762039322041, 203563344145177 @ 143, 135, 181
143828389368761, 259966816858249, 282553386424089 @ -92, -312, -302
276993381986333, 216040285929412, 365795112051780 @ -141, 153, -250
247722790163113, 504883776704361, 294151954492041 @ -98, -650, -76
291334760407741, 335156003926701, 73916344914187 @ -27, -58, 332
363818533305887, 185344339014390, 181152926374432 @ -35, 173, 116
290026596787215, 341370589248127, 264336841852961 @ -15, -62, 13
163902723076158, 253018627319182, 262085113641929 @ -8, -23, 5
140439739753245, 292217535097225, 319490255447687 @ 129, -264, -344
210284705883797, 408367861464421, 268280474727121 @ -6, -405, -5
245311089737136, 220855886990656, 310652871876647 @ -158, 147, -149
241902334888120, 149549248985679, 193554071712780 @ 36, 266, 142
285296599906147, 421531037073570, 366820037595387 @ 61, -113, -109
423865055169577, 268187219397172, 246333738726880 @ -41, 81, 34
137287992135641, 252870057053931, 324163276718637 @ 183, 19, -253
355396576477371, 389362083390403, 251328610452713 @ 28, -39, 29
165285291570681, 238899077775465, 267215164950137 @ -97, 44, -39
302063036968872, 263464646172790, 334878253037600 @ -158, 41, -152
252869154783463, 247861718295363, 427967401186711 @ -179, 58, -533
279568377189345, 253863275104969, 238082919887513 @ -100, 64, 69
253808687195241, 369917362127521, 471693722335097 @ -107, -265, -559
258846227051489, 330047436078379, 233597074842929 @ 67, -21, 57
426824903490833, 402422720537013, 438224383625041 @ -251, -169, -277
253134121796500, 252300126114450, 176314736631211 @ 130, 97, 103
275964456439229, 551355282628473, 277363177465437 @ -44, -508, -14
272209689092145, 298636394666587, 451686651886127 @ -33, -14, -349
205728250843073, 454056493125531, 273435717525320 @ -129, -890, -42
270713859785071, 426247566072225, 393201404679365 @ -222, -508, -405
166235733533061, 257933573469361, 254388976292567 @ 5, -36, 48
243954127093397, 214352054385641, 184710777290729 @ -80, 160, 225
254584304338189, 525023312065873, 251806888599329 @ -60, -582, 39
166922197955445, 281798692040785, 194672021518025 @ 206, 58, 97
305195959730235, 215725269307987, 175686640862621 @ 80, 133, 103
226405720838373, 255611944862597, 262528552126353 @ 125, 86, 17
406030838706241, 284697992495621, 281844200679797 @ -83, 53, -6
234633262682615, 303415790107031, 236870392389001 @ -26, -65, 77
292824485271826, 84401979825296, 359214165102082 @ 76, 275, -86
254343477711829, 351493472175230, 245287718513319 @ 51, -71, 43
285889251402986, 272134765966656, 399456707918247 @ -36, 43, -229
316827363603513, 287363868635401, 233548902966233 @ 25, 50, 52
182251115645791, 229747920375191, 112865392084847 @ 178, 119, 216
205557319902711, 241883819223667, 392819241249785 @ 33, 86, -331
302951211899355, 415310717246104, 244306447092499 @ -55, -201, 47
238406163147497, 423301793367513, 300303703230169 @ 40, -241, -55
331738208850629, 325815291313729, 293463200288085 @ 25, 12, -17
123543920857049, 243202141367393, 262718125550345 @ 207, -34, -15
156697037317597, 396152523147976, 340727046879673 @ 67, -735, -395
266042825665081, 291114996988821, 291698951977237 @ -153, -55, -70
263224132399056, 333911889432547, 252350762616146 @ 78, -14, 30
236209574677671, 307852840145338, 102590984223854 @ 133, 33, 194
172377336428136, 312823668405998, 381795308847099 @ 158, -43, -217
259494690578721, 308678617442236, 386523792514682 @ 31, -11, -188
198700566200601, 244957965698081, 237514630906197 @ -49, 58, 106
328306885162569, 363994846762857, 415450484493401 @ -76, -98, -231
165976914812841, 224427000256585, 262951355921625 @ -112, 156, -7
164122243343495, 158391574931442, 152992753239454 @ 217, 191, 128
131900123436930, 244841154477094, 270762352500308 @ 100, -71, -116
240466114853754, 343143689758386, 267337996167345 @ 140, 5, 13
179200478900577, 228535699929823, 357388731249405 @ -133, 123, -617
361642017424901, 403911226467201, 266011743719837 @ -68, -118, 12
280842063439552, 340552026571237, 358115130218256 @ -104, -132, -202
130590048213130, 143934801417239, 230762697677509 @ 234, 322, 89
195193054234521, 261168919784161, 257402129929817 @ -45, -9, 29
335635913129307, 278250547004290, 123779942858144 @ -59, 47, 222
269922898482457, 362317422528249, 262274750860553 @ 105, -19, 18
185512871283449, 251739156457097, 260053359229529 @ -44, 16, 18
335641306786910, 301736537600093, 322566322417799 @ 36, 44, -45
262939630979064, 105432813744460, 25999294289204 @ 84, 273, 310
283828190034156, 419323166002891, 484077584674562 @ -156, -362, -548
207930446148133, 124443118603041, 59836784338293 @ 66, 350, 460
150199237093181, 243818367601432, 262160724111416 @ -117, -57, -12
215507738916873, 393861046221349, 186550184026973 @ 35, -267, 192
278378328757028, 217425394683098, 326030780479126 @ -138, 149, -146
287290966967501, 299045582765830, 148113630744121 @ -77, -21, 245
303883900529871, 139765895931661, 369761457090287 @ 26, 234, -120
219188795163573, 289059465898765, 242198666430317 @ -118, -107, 86
501036659727801, 466533503655049, 390078786168089 @ -267, -209, -160
133631695280851, 209448336440881, 236443067200647 @ 160, 252, 176
251381031639111, 166246431938609, 280541356440063 @ 68, 212, -10
122166097604859, 244921005082213, 251512358629133 @ 214, -86, 123
222255432167401, 269625866553411, 255208723219797 @ 15, 23, 31
266862605590966, 394889370055171, 238916715950997 @ 118, -42, 41
142579022909245, 222228454512547, 293134874954628 @ 27, 186, -308
144826897623275, 344350931300997, 171447513554849 @ 180, -242, 297
380942941157207, 228996474589321, 458682051813264 @ -15, 120, -190
321809229601916, 212988788890561, 163351206136937 @ -42, 144, 165
167721757841185, 280181185225245, 285542028639933 @ 129, -19, -50
296268616544271, 342507487072443, 294128301760900 @ 53, -14, -20
215635453612641, 13733806041017, 7825286001961 @ 113, 452, 409
353228047621623, 126859570620787, 172873701044051 @ -98, 277, 154
166263677201316, 259383046224136, 225227206701242 @ -142, -137, 310
258861986213741, 281615834345121, 436118943660297 @ -20, 14, -335
278110325490651, 289284466260331, 317820734938517 @ 6, 23, -73
343554768357689, 432204575733257, 173583088427497 @ -65, -176, 146
190250003633442, 215399110845910, 310549307745186 @ 152, 141, -58
265456342016841, 390373854248071, 255992734260747 @ 47, -117, 26
326409606382111, 409585419428449, 527625017811143 @ -207, -288, -585
302347225674201, 500272799317801, 255499671985697 @ 27, -228, 26
309549501401907, 347714710879225, 241938756169217 @ 44, -16, 41
292251395785072, 334153303126814, 266685417356848 @ 96, 19, 14
195453805661376, 284404222158806, 300875745884307 @ 14, -59, -113
222975147192951, 340049998141981, 235507899565262 @ 101, -52, 58
219059938403859, 218608678642962, 233028299850278 @ 137, 133, 54
235347302540133, 354694589005993, 331557348976105 @ 62, -96, -103
220498632330807, 218984669835991, 371307049016719 @ -196, 165, -482
165460624951179, 175079531389192, 359890402256498 @ 77, 333, -376
161516201594747, 345375910959571, 273673197857581 @ 124, -255, -25
221376747637376, 288108670851715, 342691778699234 @ 148, 54, -72
122393827577343, 285935676203875, 273400451287145 @ 224, -433, -115
310931957440681, 170849059989201, 180278707021137 @ 61, 181, 104
142711370544921, 246472098127033, 239709592546505 @ 153, 41, 110
146020144131675, 282815842561117, 246400126023383 @ -39, -468, 163
508260279789641, 207221146996771, 171259089597747 @ -113, 141, 106
197267273406649, 304581270764425, 325482388023577 @ 72, -63, -139
496706618817771, 277456516192339, 291704014731509 @ -182, 63, -17
259354117948859, 259746250148486, 263654981560766 @ -35, 55, 12
378507037721611, 266670302805667, 487234281447399 @ -27, 78, -233
355108894671775, 276917663015421, 177931300005127 @ 16, 70, 106
315103820004283, 322481778548436, 187860739908609 @ 21, 5, 109
267950833762830, 174512980942947, 237295525737100 @ -28, 226, 64
192026285734737, 306366114072616, 273304268185988 @ -113, -275, -50
190721499961273, 181521199639225, 302916322367085 @ 135, 204, -56
197862596674135, 184884728412917, 313496631677917 @ 72, 226, -109
458879169562235, 287319054711857, 302281570419597 @ -134, 52, -29
143417323607321, 254898991582921, 6416071025337 @ 234, 90, 314
138895786758561, 246070018012288, 253168774445582 @ -17, -113, 106
147942426643213, 247539261733645, 260216479600933 @ -134, -129, 10
151771585548393, 347216651647689, 358425910203065 @ 176, -188, -237
199209312298409, 54010491897465, 301145245134153 @ 81, 514, -73
151550971821112, 91306849435840, 174874976175875 @ 190, 423, 207
307536737526111, 494518980828000, 260798494504899 @ -7, -259, 19
158992095738143, 259363727425478, 265358989597945 @ 45, -43, -11
205856536657741, 311414058559921, 273856545587497 @ 21, -108, -19
185456513434046, 252417029936718, 262580696784483 @ -32, 17, 7
341934834818277, 350771213898965, 393894793596865 @ 17, -14, -127
386024409880665, 189535818956129, 166750563625481 @ -49, 166, 129
192153195600721, 506775281280017, 184339305588593 @ 33, -746, 255
209956315683075, 313391970987419, 360851480893168 @ 161, 26, -92
138778832797164, 251339998677770, 44705197566574 @ 242, 97, 242
324197070028377, 254111274272187, 434588362019733 @ -73, 79, -265
150110943303191, 250617751235851, 307372889405877 @ -32, -81, -425
346720612406361, 519181593383711, 185186044047653 @ 23, -185, 99
149354651375707, 290335935042521, 294974207392353 @ 162, -80, -95
355103096256329, 407289258239505, 325320702519481 @ -53, -118, -67
266097902083829, 361737584054027, 257847813215123 @ -23, -137, 24
153240155834873, 323270994894985, 159476149068025 @ 121, -264, 428
161924882430683, 199708456426737, 257085108369293 @ 150, 196, 27
